chemical_name,cas_number,purity_grades_sold,certifications,primary_hub_id,primary_hub_label,secondary_hubs,sub_industry_tags_provisional,top_customers,customer_count_3yr,last_shipped_date,total_gp_3yr,total_revenue_3yr,transaction_count_3yr,hubspot_deal_count,hubspot_deal_total_usd,kelly_review_status,reviewer_group_status,source_systems,primary_pnum,all_pnums,pmast
"DICHLOROBENZENE-1,2 (Orthodichlorobenzene), C₆H₄Cl₂",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Austin Chemical Company, Inc.",1,2024-04-24,3000.03,18024.24,5,3,15161.67,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2024",90264,90264,90264
"VANADIUM (V) OXIDE, 99.6% pure, -60 mesh, (Vanadium Pentoxide), V₂O₅",LOOKUP_NEEDED,99.6%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"LuxWall, Inc.",1,2025-08-12,2997.0,6339.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,12189,12189,12189
"Chromium Nitrate Solution, 0.3% as Cr",LOOKUP_NEEDED,0.3%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,"B3 Systems, Inc.",1,2025-10-10,2989.96,3646.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3152,C3152,C3152
"POTASSIUM TETRABORATE, TETRAHYDRATE, 99% pure, -20 mesh, granular, (Potassium Boron Oxide, Tetrahydrate), K₂B₄O₇.4H₂O",LOOKUP_NEEDED,99%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Hakala Research Lab | HACH Company,2,2025-04-29,2969.61,10600.4,7,3,8415.69,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2024, Invoice 2025",17887,17887,17887
"CADMIUM BROMIDE, ANHYDROUS, 99.9% pure, -60 mesh, CdBr₂",LOOKUP_NEEDED,99.9%,Anhydrous,consumer-industrial,Consumer & Industrial,,PROVISIONAL: Consumer & Industrial,"ArtCraft Chemicals, Inc.",1,2025-09-11,2966.12,10206.5,4,4,10909.21,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2023, Invoice 2024, Invoice 2025",12680,12680,12680
"AMMONIUM MOLYBDATE, TETRAHYDRATE (VI), ACS Reagent, crystal, (Ammonium Paramolybdate; Ammonium Heptamolybdate, Tetrahydrate), (NH₄)₆Mo₇O₂₄.4H₂O",12027-67-7,ACS Reagent | Reagent,ACS Reagent | Reagent,consumer-industrial,Consumer & Industrial,,PROVISIONAL: Consumer & Industrial,PIDC | Honeywell International Inc,2,2025-08-21,2929.88,10148.99,5,2,3450.25,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024, Invoice 2025",18660,18660,18660
"LITHIUM ORTHOSILICATE, 99.9% pure, -325 mesh, Li₄SiO₄",LOOKUP_NEEDED,99.9%,None observed,consumer-industrial,Consumer & Industrial,,PROVISIONAL: Consumer & Industrial,PPG Aerospace,1,2024-04-18,2914.93,5000.94,1,1,5000.94,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",13373,13373,13373
"CALCIUM METAL, GRANULES, 99% pure, -8 mm +3.25 mm,  Ca",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,Life Sciences & Pharma,PROVISIONAL: Unclassified; Life Sciences & Pharma,"Scientific Sales, Inc. | Aldrich Chemical Co. LLC",2,2025-02-18,2891.71,4000.38,4,3,5915.54,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2024, Invoice 2025",15185,15185,15185
"SODIUM HYDROXIDE, Reagent Grade, Flake, (Caustic Soda), NaOH",LOOKUP_NEEDED,Reagent,Reagent,unclassified,Unclassified,Life Sciences & Pharma,PROVISIONAL: Unclassified; Life Sciences & Pharma,Invest Cast Inc | Southern Steam Service | BluePallet,5,2025-03-25,2878.61,8893.28,8,6,8793.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (6 deals), Invoice 2023, Invoice 2024, Invoice 2025",11222,11222,11222
"ZINC METAL, Developmental for Hach",LOOKUP_NEEDED,Unknown,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,HACH Company,1,2025-12-02,2874.07,7643.45,2,4,22133.45,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2025",C3137,C3137,C3137
"SODIUM SELENATE, ANHYDROUS, 99.5% pure, -200 mesh,  Na₂SeO₄",LOOKUP_NEEDED,99.5%,Anhydrous,unclassified,Unclassified,,PROVISIONAL: Unclassified,"21st Century HealthCare, Inc. | NFP Holdings LLC | SKINN Cosmetics",3,2025-02-26,2817.25,7935.0,3,1,0.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024, Invoice 2025",15871,15871,15871
"LITHIUM CARBONATE, 97% - 98% pure, Tech Grade, Li₂CO₃",LOOKUP_NEEDED,98%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Trafa Pharmaceutical Inc,1,2023-08-28,2750.0,16000.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,11207,11207,11207
"SUPPRESSOR SAUCE, BLEND B, crystalline for HUXWRX",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,HUXWRX,1,2024-03-05,2728.62,7800.23,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,C3058,C3058,C3058
C3074,LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Franklin Engineering Group Inc.,1,2024-07-30,2722.34,3672.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,C3074,C3074,C3074
"SULFAMIC ACID, 99.8% pure, crystal, H₂NSO₃H",LOOKUP_NEEDED,99.8%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Koy Concrete,1,2025-02-06,2685.78,2978.28,1,1,2700.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",11478,11478,11478
"SODIUM NITRITE, 99% pure, granular, NaNO₂",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,DAXX,1,2023-08-04,2682.64,17825.64,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,17433,17433,17433
"AMMONIUM HYDROGEN SULFATE, 99.9% pure, lump, (Ammonium Bisulfate), NH₄HSO₄",LOOKUP_NEEDED,99.9%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Thermo Fisher Scientific,1,2025-10-13,2674.27,6928.29,5,4,5680.8,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2024, Invoice 2025",14703,14703,14703
"SUPPRESSOR SAUCE, BLEND A, crystalline for HUXWRX",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,HUXWRX,1,2024-03-05,2659.39,37495.2,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,C3057,C3057,C3057
"SODIUM METASILICATE, ANHYDROUS, 99.9% pure, -20 +48 mesh, beads,  Na₂SiO₃",LOOKUP_NEEDED,99.9%,Anhydrous,unclassified,Unclassified,,PROVISIONAL: Unclassified,Alchemy Geopolymer Solutions,1,2023-07-13,2638.36,2860.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,16036,16036,16036
"SODIUM DICHROMATE, 1.43% SOLUTION, 0.5%Cr",LOOKUP_NEEDED,0.5% | 1.43%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,"Franklin Engineering Group Inc. | B3 Systems, Inc.",2,2025-01-22,2634.75,2670.43,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2024, Invoice 2025",11209,11209,11209
"MAGNESIUM HYDROXIDE, 99% pure, -200 mesh,  Mg(OH)₂",1309-42-8,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Superior Technical Ceramics Co | GEMM Technologies, LLC",2,2025-09-11,2633.99,9720.75,8,5,9324.75,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (5 deals), Invoice 2023, Invoice 2024, Invoice 2025",14218,14218,14218
"VANADIUM (V) OXIDE, 99% pure, -20 mesh, (Vanadium Pentoxide), V₂O₅",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Analytichem Canada Inc.,1,2024-10-04,2629.4,3456.0,2,1,3800.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",15417,15417,15417
"SELENIUM (IV) SULFIDE, 99% pure, -60 mesh, Sigma-Aldrich Part No. 257710, (Selenium Disulfide), SeS₂",LOOKUP_NEEDED,99%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Aldrich Chemical Co. LLC,1,2025-11-13,2625.47,4886.22,3,3,3922.28,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2025",C2885,C2885,C2885
"SILVER CHLORIDE, 99.9% pure, -10 mesh,  AgCl",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,MC Miller Co. Inc.,1,2025-08-21,2603.38,9086.0,4,4,14592.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2023, Invoice 2024, Invoice 2025",16996,16996,16996
"POTASSIUM DICHROMATE (VI), 99.9% pure, Reagent, -4 mesh,  K₂Cr₂O₇",LOOKUP_NEEDED,99.9% | Reagent,Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,Haas Group International | P & O Custom Glass Mirror,2,2025-11-19,2591.54,9031.0,5,4,9598.6,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2023, Invoice 2024, Invoice 2025",12560,12560,12560
Potassium Chloride Solution with 10% as Cl,LOOKUP_NEEDED,10%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,"B3 Systems, Inc.",1,2025-07-09,2591.28,3420.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3105,C3105,C3105
C3062,LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,"B3 Systems, Inc.",1,2024-04-10,2579.99,5691.0,1,1,11171.5,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",C3062,C3062,C3062
"NICKEL (II) OXIDE, 99.98% pure, -325 mesh, <10 microns average, green, (Nickelous Oxide), NiO",LOOKUP_NEEDED,99.98%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"APC International, Ltd.",1,2024-12-05,2549.48,6975.0,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,18834,18834,18834
"MERCURY (II) ACETATE 1.67% Solution, 1.05% as Hg (Mercuric acetate solution) Hg(C₂H₃O₂)₂",LOOKUP_NEEDED,1.05% | 1.67%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,"B3 Systems, Inc.",1,2025-03-18,2549.24,3396.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3082,C3082,C3082
General Research and Development Code,LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,MakrMed,1,2025-03-26,2500.0,2500.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,1123581,1123581,1123581
"ZINC PHOSPHATE, DIHYDRATE, 99% pure, -325 mesh,  Zn₃(PO₄)₂.2H₂O",7779-90-0,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Mo-Sci Corporation | Hoeganaes Corporation | Trans Gulf Industries,4,2025-10-07,2464.9,7741.08,7,5,13203.38,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (5 deals), Invoice 2023, Invoice 2024, Invoice 2025",90347,90347,90347
"METALS SOLUTION, for Perma-Fix Environmental (03.21.23)",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Perma-Fix of Florida, Inc",1,2023-10-13,2464.81,2467.94,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,C3047,C3047,C3047
"POTASSIUM TUNGSTATE, 99.95% pure, -100 mesh, (Potassium Tungsten Oxide), K₂WO₄",7790-60-5,99.95%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Aldrich Chemical Co. LLC | Acros Organics B.V.,2,2025-10-27,2459.09,4410.0,5,4,4610.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2024, Invoice 2025",12963,12963,12963
"MSO DISPERSION, 0.164% PbO, 22.9% TiO2, special for Eastman",LOOKUP_NEEDED,0.164% | 22.9%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Franklin Engineering Group Inc.,1,2025-08-20,2451.93,7292.7,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3131,C3131,C3131
"LITHIUM ACETATE, DIHYDRATE, 99% pure, -10 mesh ,(Acetic Acid, Lithium Salt), LiOOCCH₃.2H₂O",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,MP Biomedicals LLC,1,2025-04-29,2449.71,2921.0,2,1,0.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024, Invoice 2025",15865,15865,15865
"SODIUM DICHROMATE, DIHYDRATE, 2.99% SOLUTION, 1.043% Cr, special for Eastman, Na₂Cr₂O₇",LOOKUP_NEEDED,1.043% | 2.99%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Franklin Engineering Group Inc.,1,2025-08-20,2445.93,2464.8,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3132,C3132,C3132
"TIN (II) CHLORIDE, DIHYDRATE, 99.5% pure, ACS Reagent, -4 mesh, (Stannous Chloride, Dihydrate), SnCl₂.2H₂O",LOOKUP_NEEDED,99.5% | ACS Reagent | Reagent,ACS Reagent | Reagent,advanced-manufacturing,Advanced Manufacturing,Unclassified | Life Sciences & Pharma,PROVISIONAL: Advanced Manufacturing; Unclassified; Life Sciences & Pharma,"Corry Micronics | 0014253 | Glanbia Nutritionals (NA), Inc",3,2025-10-22,2414.59,4276.5,4,2,2187.85,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024, Invoice 2025",13849,13849,13849
"CALCIUM OXIDE, 99.95% pure, -20 mesh,  CaO",LOOKUP_NEEDED,99.95%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Heirloom Carbon Technologies,1,2024-12-16,2390.42,5085.04,3,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,14762,14762,14762
"ZINC METAL, POWDER, 99.9% pure, < 5 microns average, (Zinc Dust),  Zn",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Vomaris Wound Care, Inc. | Hyland's Manufacturing Inc.",2,2025-09-02,2379.32,2555.0,3,2,3805.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024, Invoice 2025",11300,11300,11300
"NEODYMIUM OXIDE, 99.9% pure, -325 mesh,  Nd₂O₃",LOOKUP_NEEDED,99.9%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2023-07-10,2354.86,4480.0,1,1,4480.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023",11504,11504,11504
"MERCURY METAL, LIQUID, ACS Reagent, triple distilled, Hg",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Perma-Fix of Florida, Inc | B3 Systems, Inc.",2,2025-04-17,2354.01,2951.19,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2025",15768,15768,15768
"Lead Nitrate Solution, 0.25% as Pb",LOOKUP_NEEDED,0.25%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,"B3 Systems, Inc.",1,2025-10-10,2345.16,2346.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3153,C3153,C3153
"COBALT (II) SULFATE, HEPTAHYDRATE, Reagent, crystal, for Captek Softgel, (Cobaltous Sulfate, Heptahydrate), CoSO₄.7H₂O",LOOKUP_NEEDED,Reagent,Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,Captek Softgel Int'l,1,2025-01-29,2340.29,2976.0,3,1,1250.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024, Invoice 2025",C2732,C2732,C2732
"SILICON (IV) OXIDE, 99.8% pure, 1 micron average,(Silicon Dioxide, Silica), SiO₂",LOOKUP_NEEDED,99.8%,None observed,advanced-manufacturing,Advanced Manufacturing,Aerospace & Defense | Unclassified,PROVISIONAL: Advanced Manufacturing; Aerospace & Defense; Unclassified,Cascade Columbia Distribution | SpaceX | Tetra Technologies,3,2025-08-14,2327.22,3393.25,10,4,1275.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2024, Invoice 2025",90934,90934,90934
"COPPER (II) CHLORIDE, DIHYDRATE, 99% pure, crystal, (Cupric Chloride, Dihydrate), CuCl₂.2H₂O",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Luxfer Magtech Inc. | Skin Biology Inc.,2,2024-05-16,2290.11,10578.0,4,1,8680.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2024",90387,90387,90387
"BERYLLIUM NITRATE, TRIHYDRATE, 48.4% SOLUTION, 99.9% pure, 2.3% Be, Be(NO₃)₂.3H₂O",LOOKUP_NEEDED,2.3% | 48.4% | 99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,De Bruyn Spectroscopic,1,2025-11-05,2282.7,2282.7,1,1,2317.7,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",90771,90771,90771
"HYDROFLUORIC ACID, 50% w/w solution, liquid",LOOKUP_NEEDED,50%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Maruichi Stainless Tube Texas,1,2025-10-22,2280.1,7008.5,4,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2024, Invoice 2025",11293,11293,11293
"MANGANESE (II) CARBONATE, Rogers Corporation Spec. No. 501-SCM-PCH24-103, Rev. 5, MnCO₃",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Rogers Corporation,1,2023-09-25,2275.46,3985.5,3,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,C2893,C2893,C2893
"CADMIUM OXIDE, 99.95% pure, -325 mesh,  CdO",LOOKUP_NEEDED,99.95%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Thermo Fisher Scientific | BeanTown Chemical Corp | SCP Science,3,2025-06-03,2201.8,3457.75,3,3,9993.2,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2025",15995,15995,15995
"STRONTIUM PEROXIDE, MIL-S-612A, Grade B, CBC Spec. E-035, Grade B, (Strontium Dioxide), SrO₂",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,0012871,1,2023-12-15,2191.19,6671.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,C3014,C3014,C3014
"MANGANESE (II) CHLORIDE, ANHYDROUS, 97% pure, flakes, (Manganese Dichloride, Anhydrous), MnCl₂",LOOKUP_NEEDED,97%,Anhydrous,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Strem Chemicals, Inc.",1,2023-06-30,2160.51,7854.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,11298,11298,11298
"BORON NITRIDE, 99.9% pure, < 10 microns average, BN",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,Aerospace & Defense,PROVISIONAL: Unclassified; Aerospace & Defense,Ergéa UK and Ireland Limited | SpaceX,2,2025-05-08,2158.84,2985.3,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2025",11275,11275,11275
"CESIUM BROMIDE, 99.999% pure, beads, -10 mesh, CsBr",LOOKUP_NEEDED,99.999%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,ETH Zürich,1,2024-09-17,2156.0,7896.0,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11413,11413,11413
"BARIUM CHLORIDE, DIHYDRATE, ACS Reagent, crystal, BaCl₂.2H₂O",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,HACH Company,1,2025-09-08,2132.31,3442.38,5,2,4392.48,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2025",13950,13950,13950
"SODIUM HYDROXIDE, ACS Reagent, pellets, (Caustic Soda), NaOH",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,Life Sciences & Pharma,PROVISIONAL: Unclassified; Life Sciences & Pharma,"Friendship Oxygen Limited | Glanbia Nutritionals (NA), Inc | Analytichem Canada Inc.",4,2025-05-06,2126.85,3739.0,5,2,918.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024, Invoice 2025",18858,18858,18858
"ZINC NITRATE, HEXAHYDRATE, 99.5% pure, crystal,  Zn(NO₃)₂.6H₂O",LOOKUP_NEEDED,99.5%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,BASF Mobile Emissions Catalyst,1,2025-01-13,2125.12,6436.22,3,2,6473.49,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2024, Invoice 2025",90476,90476,90476
"CALCIUM NITRATE, TRIHYDRATE, 99.5% pure, crystal,  Ca(NO₃)₂.3H₂O",LOOKUP_NEEDED,99.5%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Nanogence SA | Bowers Distillery, Inc.",2,2024-05-20,2101.73,10498.81,3,1,5800.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2024",12120,12120,12120
"MAGNESIUM ACETATE, TETRAHYDRATE, 99% pure, -10 mesh,  Mg(OOCCH₃)₂.4H₂O",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Ametek, Specialty Metal",1,2025-02-19,2101.19,2506.3,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,11130,11130,11130
"SODIUM TETRABORATE, DECAHYDRATE, 99.5% pure, crystalline, (Borax), Na₂B₄O₇.10H₂O",LOOKUP_NEEDED,99.5%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2023-06-28,2074.62,2500.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,90290,90290,90290
"TANTALUM (V) OXIDE, 99% pure, -325 mesh, Ta₂O₅",LOOKUP_NEEDED,99%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Aldrich Chemical Co. LLC,1,2025-09-09,2073.03,8675.03,2,3,15245.03,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2025",11146,11146,11146
"MAGNESIUM OXIDE, 98% pure, -10 +50 mesh beads, Sigma-Aldrich Part No. 220361, MgO",LOOKUP_NEEDED,98%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Aldrich Chemical Co. LLC,1,2024-12-16,2058.84,2739.0,3,1,913.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2024",C2565,C2565,C2565
"COPPER (II) CHLORIDE, DIHYDRATE, ACS Reagent, granular, (Cupric Chloride, Dihydrate), CuCl₂.2H₂O",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,Life Sciences & Pharma,PROVISIONAL: Unclassified; Life Sciences & Pharma,"RWM Technologies | ES Laboratory, LLC",2,2024-01-22,2051.74,5971.0,2,1,4383.86,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",11905,11905,11905
"SODIUM HYDROXIDE, 99.99% pure, pellets, (Caustic soda), NaOH",LOOKUP_NEEDED,99.99%,None observed,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,Thermo Fisher Scientific | Duke University,2,2024-11-08,2044.15,2098.5,4,3,2704.5,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2024",90734,90734,90734
"VANADIUM (V) OXIDE, 99.9% pure, -60 mesh, (Vanadium Pentoxide, Vanadic Anhydride) V₂O₅",LOOKUP_NEEDED,99.9%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Strem Chemicals, Inc.",1,2023-11-07,2036.97,6170.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,13681,13681,13681
"ARSENIC (V) OXIDE, HYDRATE, 99.5% pure, -40 mesh,(Orthoarsenic Acid; Arsenic Pentoxide, Hydrate), As₂O₅.xH₂O",LOOKUP_NEEDED,99.5%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Analytichem Canada Inc. | ESS,2,2025-07-08,2016.0,2016.0,4,1,889.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024, Invoice 2025",11548,11548,11548
"ZINC ACETATE, DIHYDRATE, 99% pure, -20 mesh,  Zn(OOCCH₃)₂.2H₂O",LOOKUP_NEEDED,99%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,BASF Mobile Emissions Catalyst,1,2025-08-14,2011.14,3786.18,4,6,30689.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (6 deals), Invoice 2024, Invoice 2025",14865,14865|Temp. Prod.,14865
"POTASSIUM PERSULFATE, ACS Reagent, crystalline, (Potassium Peroxydisulfate), K₂S₂O₈",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,HACH Company,1,2024-05-08,1983.58,4928.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,13920,13920,13920
C3070,LOOKUP_NEEDED,Unknown,None observed,energy,Energy & Nuclear,,PROVISIONAL: Energy & Nuclear,"Veolia Nuclear Solutions, Inc.",1,2024-03-21,1976.24,3911.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,C3070,C3070,C3070
